what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045613517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045613745
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337045615452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045618436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045628265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337045630400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337045632961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045639259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045657727
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337045658910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045669005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045669716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045670453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045679678
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337045698642
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045698767
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045698804
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337045698835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045704373
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337045704402
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045709699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337045710701
started,bundle,org.eclipse.mylyn.java.tasks,3.7.0.v20120319-0200,"org.eclipse.mylyn.java.tasks",1337045710764
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1337045710775
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1337045710777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045722920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045722923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045722928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045722930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045722933
started,bundle,org.tmatesoft.svnkit,1.3.5.7406,"org.tmatesoft.svnkit",1337045726854
started,bundle,com.sun.jna,3.2.7,"com.sun.jna",1337045726934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045727025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045729335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1337045734323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045734346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045736923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337045738179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337045739627
opened,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1337045740943
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1337045740956
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1337045741063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045741096
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1337045741458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045741473
error,log,,,"Problems encountered during text search.",1337045742734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045744481
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045770397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045773624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045781749
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045786497
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045788766
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045791376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045795252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337045836560
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337045837886
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045870843
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045877885
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045883630
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045887383
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045927846
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045952994
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045960448
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045963015
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337045964242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337045966194
