what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339136980061
error,log,,,"Core exception while retrieving the content description",1339136980356
error,log,,,"Core exception while retrieving the content description",1339136980368
error,log,,,"Core exception while retrieving the content description",1339136980877
error,log,,,"Core exception while retrieving the content description",1339136980878
error,log,,,"Core exception while retrieving the content description",1339136980879
error,log,,,"Core exception while retrieving the content description",1339136980879
error,log,,,"Core exception while retrieving the content description",1339136980880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339136983469
error,log,,,"Core exception while retrieving the content description",1339136992277
error,log,,,"Core exception while retrieving the content description",1339136992286
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1339136992394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1339136992394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339136992414
error,log,,,"Core exception while retrieving the content description",1339136992683
error,log,,,"Core exception while retrieving the content description",1339136992694
error,log,,,"Core exception while retrieving the content description",1339136993255
error,log,,,"Core exception while retrieving the content description",1339136993256
error,log,,,"Core exception while retrieving the content description",1339136993257
error,log,,,"Core exception while retrieving the content description",1339136993257
error,log,,,"Core exception while retrieving the content description",1339136993258
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339137022768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339137071053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339137094083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339137094827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339137100250
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339137102569
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1339137102686
