what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483073285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483086964
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1339483088238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483088265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483102843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483198549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483199621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483212597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483213423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483239908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483251244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483664113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483664725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483672133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483673080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483673769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483675073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483676641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483677473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483767337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483768008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483770729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483771381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483803090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339483803729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339484336661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339484337210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339484804131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339484805171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339484806426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1339484809122
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1339484809127
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339484813109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.collapseAll",1339484814720
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339484816938
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1339484823954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339484825160
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1339484826453
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339484826453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339484827928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339484859779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339484866321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339484867053
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1339484873220
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339484874596
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1339484879833
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339484879839
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339484880487
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1339484881698
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339484885997
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1339546030872
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1339546030872
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1339546030873
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1339546030892
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1339546030893
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1339546030899
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1339546030954
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1339546030989
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1339546031017
