what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339132672003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339132705676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339132860134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339132860739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339132861535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339132867041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339132867629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339132868172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133020446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339133023344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339133039011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339133045389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339133045602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339133045834
error,log,,,"Core exception while retrieving the content description",1339133047120
error,log,,,"Core exception while retrieving the content description",1339133047129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339133047134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133049579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133052011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133055962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133057004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339133063491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339133065630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339133068800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133070328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133107929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133112845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133133327
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339133134911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133148348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133174027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133198967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133203034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133204324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133207234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133208623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133219658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133222652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133309100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133354239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133370042
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339133370939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339133372117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133389451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133424913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339133432531
