what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129730357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129746267
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339129752031
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1339129752139
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339129752168
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1339129756859
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339129756881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129769367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129777222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129779332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129792260
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339129794914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339129826671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129827624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129866447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129869963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129870670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129878497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129880888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129886964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129889992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129894431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129937658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129947120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129987828
error,log,,,"Core exception while retrieving the content description",1339129992140
error,log,,,"Core exception while retrieving the content description",1339129992149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339129992154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339129999083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130027066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130044797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130063218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130064618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130082593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339130089153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130089933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130157038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339130182834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130183616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130231754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130233564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130244789
error,log,,,"Core exception while retrieving the content description",1339130249223
error,log,,,"Core exception while retrieving the content description",1339130249229
error,log,,,"Core exception while retrieving the content description",1339130249231
error,log,,,"Core exception while retrieving the content description",1339130249233
error,log,,,"Core exception while retrieving the content description",1339130249234
error,log,,,"Core exception while retrieving the content description",1339130249235
error,log,,,"Core exception while retrieving the content description",1339130249236
error,log,,,"Core exception while retrieving the content description",1339130249237
error,log,,,"Core exception while retrieving the content description",1339130249238
error,log,,,"Core exception while retrieving the content description",1339130249239
error,log,,,"Core exception while retrieving the content description",1339130249241
error,log,,,"Core exception while retrieving the content description",1339130249242
error,log,,,"Core exception while retrieving the content description",1339130249243
error,log,,,"Core exception while retrieving the content description",1339130249244
error,log,,,"Core exception while retrieving the content description",1339130249247
error,log,,,"Core exception while retrieving the content description",1339130249250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339130249254
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130249959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130251026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130256122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130276119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130279039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130282209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130283768
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339130283790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130289821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130303646
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130306606
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1339130306736
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130306760
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1339130308868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339130319023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130329280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130356549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130360980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130450494
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130452897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130476092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130518871
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130521494
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1339130521602
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130521632
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1339130522473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339130523297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339130524839
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130526336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130533582
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1339130539907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1339130539907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130539921
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130554211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130556970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130573141
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339130576699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130584645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130623749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130626740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130628059
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130641379
error,log,,,"Core exception while retrieving the content description",1339130643540
error,log,,,"Core exception while retrieving the content description",1339130643541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339130643544
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130667490
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130667596
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130667628
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130667650
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130672030
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130684697
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130684798
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130684830
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130688754
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130688777
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130692663
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130692690
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130696994
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130697021
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130698644
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130698667
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130702591
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130702617
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130706400
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130706427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130711210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130727133
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130727165
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130730571
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130730690
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130730717
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130733325
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130733352
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130738662
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130751962
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130752047
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130752073
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130765578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339130768384
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130772424
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339130775166
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339130775218
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130775244
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339130776717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339130778439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339130798078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339130799475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130802756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130879045
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339130879207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130885869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130887013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130888991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130896681
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130903618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339130906333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339130917766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130919283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339130920061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339130921045
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1339130926248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130926338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130928743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130939671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130941375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130943726
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130954864
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1339130954880
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130973483
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1339130973533
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130977354
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1339130977402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130983647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130987483
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339130990407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339130993832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339130996302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339130997288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339130998694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339131062503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339131068572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339131071473
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1339131074620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339131074648
