what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338875915021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875921147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875926692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875931546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875935015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875935902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875936593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875937148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875938985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875942680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338875965017
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338875968517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338875972218
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1338875974670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338875975195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338875975759
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1338875989006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338875989570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338875990024
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1338875992198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338875992866
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1338875995894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338875996458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338875999614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338876032326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338876044993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338876674734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338876704184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338877251453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338877255627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338877679699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338877680726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338878328139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338878330928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338878377411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338878378090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338878892645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338878893239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880241970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880241973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880289617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880290341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880443663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880473783
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338880476381
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.navigate.open.type",1338880476391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880476401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880483646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880569267
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338880584810
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338880600830
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338880619294
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338880630813
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338880630885
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338880630903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338880691681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338881118604
